file;my-result;my-time;vanillaZ3-result;vanillaZ3-time;cvc5-result;cvc5-time;princess-result;princess-time;noodler-result;noodler-time;z3Str3-result;z3Str3-time
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_31.smt2;UNSAT;1097;UNSAT;889;UNSAT;1076;UNSAT;2639;UNSAT;550;UNSAT;442
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_32.smt2;SAT;925;SAT;509;SAT;692;SAT;4551;SAT;739;SAT;512
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_33.smt2;UNSAT;725;UNSAT;582;UNSAT;793;UNSAT;2323;UNSAT;533;UNSAT;322
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_34.smt2;SAT;859;SAT;885;SAT;828;SAT;3137;SAT;1057;SAT;716
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_35.smt2;SAT;652;SAT;478;SAT;790;SAT;2237;SAT;440;SAT;528
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_36.smt2;SAT;685;SAT;492;SAT;583;SAT;2208;SAT;404;SAT;351
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_37.smt2;UNSAT;791;UNSAT;331;UNSAT;870;UNSAT;3365;UNSAT;829;UNSAT;729
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_38.smt2;SAT;1337;SAT;1503;SAT;1416;SAT;8367;SAT;3559;UNKNOWN;10000
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_39.smt2;SAT;581;SAT;317;SAT;533;SAT;1837;SAT;752;SAT;795
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_4.smt2;UNSAT;1130;UNSAT;781;UNSAT;1260;UNSAT;2603;UNSAT;834;UNSAT;668
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_40.smt2;SAT;1119;SAT;1191;SAT;971;UNKNOWN;10000;SAT;1048;UNKNOWN;10000
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_41.smt2;SAT;805;SAT;460;SAT;1033;SAT;4071;SAT;692;SAT;521
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_42.smt2;SAT;1186;SAT;713;SAT;1420;SAT;2854;SAT;363;SAT;331
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_43.smt2;SAT;658;SAT;520;SAT;686;SAT;2778;SAT;422;SAT;308
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_44.smt2;UNSAT;784;UNSAT;427;UNSAT;885;UNSAT;1599;UNSAT;477;UNSAT;526
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_45.smt2;UNSAT;777;UNSAT;523;UNSAT;677;UNSAT;1887;UNSAT;324;UNSAT;382
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_46.smt2;UNSAT;804;UNSAT;396;UNSAT;858;UNSAT;2844;UNSAT;437;UNSAT;558
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_47.smt2;UNSAT;845;UNSAT;428;UNSAT;1056;UNSAT;2648;UNSAT;458;UNSAT;402
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_48.smt2;SAT;888;SAT;665;SAT;851;SAT;4909;SAT;2218;SAT;3443
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_49.smt2;SAT;1357;SAT;1256;SAT;1279;SAT;3717;SAT;534;UNKNOWN;10000
/mnt/c/Users/Clemens/Downloads/QF_S/20230329-woorpje-lu/track04/04_track_5.smt2;SAT;612;SAT;506;SAT;534;SAT;1582;SAT;416;SAT;454
